uid,uid2,Frontal,Lateral,both,exact,only missing L,only missing F
224,224,1.0,1.0,True,True,False,False
225,225,1.0,1.0,True,True,False,False
226,226,1.0,1.0,True,True,False,False
227,227,2.0,1.0,True,False,False,False
228,228,1.0,1.0,True,True,False,False
229,229,1.0,1.0,True,True,False,False
230,230,1.0,1.0,True,True,False,False
233,233,1.0,2.0,True,False,False,False
234,234,1.0,1.0,True,True,False,False
235,235,0.0,1.0,False,False,False,True
236,236,1.0,1.0,True,True,False,False
237,237,1.0,1.0,True,True,False,False
238,238,1.0,1.0,True,True,False,False
239,239,1.0,1.0,True,True,False,False
240,240,1.0,0.0,False,False,True,False
241,241,1.0,0.0,False,False,True,False
242,242,1.0,1.0,True,True,False,False
243,243,1.0,0.0,False,False,True,False
244,244,1.0,0.0,False,False,True,False
245,245,1.0,1.0,True,True,False,False
246,246,1.0,1.0,True,True,False,False
247,247,1.0,1.0,True,True,False,False
248,248,1.0,1.0,True,True,False,False
249,249,1.0,1.0,True,True,False,False
250,250,1.0,1.0,True,True,False,False
251,251,2.0,1.0,True,False,False,False
252,252,1.0,1.0,True,True,False,False
253,253,1.0,1.0,True,True,False,False
254,254,1.0,1.0,True,True,False,False
255,255,1.0,1.0,True,True,False,False
256,256,1.0,1.0,True,True,False,False
257,257,1.0,1.0,True,True,False,False
258,258,1.0,1.0,True,True,False,False
259,259,1.0,1.0,True,True,False,False
260,260,1.0,1.0,True,True,False,False
261,261,2.0,1.0,True,False,False,False
262,262,1.0,0.0,False,False,True,False
263,263,0.0,1.0,False,False,False,True
264,264,1.0,1.0,True,True,False,False
266,266,1.0,1.0,True,True,False,False
267,267,1.0,1.0,True,True,False,False
268,268,1.0,1.0,True,True,False,False
269,269,1.0,1.0,True,True,False,False
270,270,1.0,1.0,True,True,False,False
271,271,1.0,1.0,True,True,False,False
272,272,1.0,1.0,True,True,False,False
273,273,1.0,1.0,True,True,False,False
274,274,1.0,1.0,True,True,False,False
275,275,1.0,1.0,True,True,False,False
276,276,1.0,1.0,True,True,False,False
277,277,1.0,1.0,True,True,False,False
278,278,1.0,1.0,True,True,False,False
279,279,1.0,1.0,True,True,False,False
280,280,1.0,1.0,True,True,False,False
281,281,0.0,1.0,False,False,False,True
282,282,1.0,2.0,True,False,False,False
283,283,1.0,1.0,True,True,False,False
284,284,1.0,1.0,True,True,False,False
285,285,1.0,1.0,True,True,False,False
286,286,1.0,1.0,True,True,False,False
287,287,1.0,1.0,True,True,False,False
288,288,1.0,1.0,True,True,False,False
289,289,1.0,1.0,True,True,False,False
290,290,1.0,1.0,True,True,False,False
291,291,1.0,1.0,True,True,False,False
292,292,1.0,1.0,True,True,False,False
293,293,1.0,0.0,False,False,True,False
294,294,1.0,1.0,True,True,False,False
295,295,1.0,1.0,True,True,False,False
296,296,1.0,1.0,True,True,False,False
297,297,1.0,1.0,True,True,False,False
298,298,1.0,1.0,True,True,False,False
299,299,1.0,1.0,True,True,False,False
300,300,1.0,1.0,True,True,False,False
301,301,1.0,1.0,True,True,False,False
302,302,1.0,0.0,False,False,True,False
303,303,1.0,0.0,False,False,True,False
304,304,2.0,1.0,True,False,False,False
305,305,0.0,1.0,False,False,False,True
306,306,1.0,1.0,True,True,False,False
307,307,1.0,1.0,True,True,False,False
308,308,1.0,1.0,True,True,False,False
309,309,1.0,1.0,True,True,False,False
310,310,1.0,1.0,True,True,False,False
312,312,1.0,1.0,True,True,False,False
313,313,1.0,0.0,False,False,True,False
314,314,1.0,1.0,True,True,False,False
315,315,1.0,1.0,True,True,False,False
316,316,1.0,1.0,True,True,False,False
317,317,1.0,1.0,True,True,False,False
318,318,1.0,1.0,True,True,False,False
319,319,1.0,1.0,True,True,False,False
320,320,1.0,1.0,True,True,False,False
321,321,1.0,1.0,True,True,False,False
322,322,1.0,1.0,True,True,False,False
323,323,1.0,1.0,True,True,False,False
324,324,1.0,1.0,True,True,False,False
325,325,1.0,1.0,True,True,False,False
326,326,1.0,1.0,True,True,False,False
327,327,1.0,1.0,True,True,False,False
328,328,1.0,1.0,True,True,False,False
329,329,1.0,1.0,True,True,False,False
330,330,1.0,1.0,True,True,False,False
331,331,1.0,1.0,True,True,False,False
332,332,1.0,1.0,True,True,False,False
333,333,1.0,1.0,True,True,False,False
334,334,1.0,0.0,False,False,True,False
335,335,1.0,2.0,True,False,False,False
336,336,1.0,1.0,True,True,False,False
337,337,1.0,1.0,True,True,False,False
338,338,1.0,1.0,True,True,False,False
339,339,1.0,1.0,True,True,False,False
340,340,1.0,1.0,True,True,False,False
341,341,1.0,1.0,True,True,False,False
342,342,1.0,1.0,True,True,False,False
343,343,1.0,1.0,True,True,False,False
344,344,1.0,1.0,True,True,False,False
345,345,1.0,1.0,True,True,False,False
346,346,2.0,1.0,True,False,False,False
347,347,1.0,1.0,True,True,False,False
348,348,1.0,1.0,True,True,False,False
349,349,1.0,1.0,True,True,False,False
350,350,1.0,1.0,True,True,False,False
351,351,1.0,1.0,True,True,False,False
352,352,1.0,1.0,True,True,False,False
353,353,1.0,1.0,True,True,False,False
354,354,1.0,1.0,True,True,False,False
355,355,1.0,1.0,True,True,False,False
356,356,1.0,1.0,True,True,False,False
357,357,1.0,1.0,True,True,False,False
358,358,1.0,1.0,True,True,False,False
359,359,1.0,1.0,True,True,False,False
360,360,1.0,1.0,True,True,False,False
361,361,1.0,1.0,True,True,False,False
362,362,1.0,1.0,True,True,False,False
363,363,1.0,1.0,True,True,False,False
364,364,1.0,1.0,True,True,False,False
365,365,1.0,1.0,True,True,False,False
366,366,1.0,1.0,True,True,False,False
367,367,1.0,1.0,True,True,False,False
368,368,1.0,1.0,True,True,False,False
370,370,1.0,1.0,True,True,False,False
371,371,1.0,1.0,True,True,False,False
372,372,1.0,2.0,True,False,False,False
373,373,1.0,1.0,True,True,False,False
374,374,1.0,1.0,True,True,False,False
375,375,1.0,1.0,True,True,False,False
376,376,1.0,1.0,True,True,False,False
377,377,1.0,1.0,True,True,False,False
378,378,1.0,1.0,True,True,False,False
379,379,1.0,1.0,True,True,False,False
380,380,1.0,1.0,True,True,False,False
382,382,1.0,1.0,True,True,False,False
383,383,1.0,1.0,True,True,False,False
384,384,0.0,1.0,False,False,False,True
385,385,1.0,1.0,True,True,False,False
386,386,1.0,1.0,True,True,False,False
387,387,1.0,1.0,True,True,False,False
388,388,1.0,1.0,True,True,False,False
389,389,1.0,0.0,False,False,True,False
390,390,1.0,1.0,True,True,False,False
391,391,1.0,1.0,True,True,False,False
392,392,1.0,1.0,True,True,False,False
393,393,1.0,1.0,True,True,False,False
394,394,1.0,0.0,False,False,True,False
395,395,1.0,1.0,True,True,False,False
396,396,1.0,1.0,True,True,False,False
397,397,1.0,1.0,True,True,False,False
398,398,1.0,1.0,True,True,False,False
399,399,1.0,1.0,True,True,False,False
400,400,1.0,0.0,False,False,True,False
401,401,1.0,1.0,True,True,False,False
402,402,1.0,0.0,False,False,True,False
403,403,1.0,1.0,True,True,False,False
404,404,1.0,1.0,True,True,False,False
405,405,1.0,1.0,True,True,False,False
406,406,1.0,1.0,True,True,False,False
407,407,1.0,1.0,True,True,False,False
408,408,1.0,1.0,True,True,False,False
409,409,1.0,1.0,True,True,False,False
410,410,1.0,1.0,True,True,False,False
411,411,1.0,1.0,True,True,False,False
412,412,1.0,1.0,True,True,False,False
413,413,1.0,1.0,True,True,False,False
414,414,1.0,1.0,True,True,False,False
415,415,1.0,1.0,True,True,False,False
416,416,1.0,1.0,True,True,False,False
417,417,1.0,1.0,True,True,False,False
418,418,1.0,1.0,True,True,False,False
419,419,1.0,1.0,True,True,False,False
420,420,1.0,1.0,True,True,False,False
421,421,1.0,1.0,True,True,False,False
422,422,1.0,1.0,True,True,False,False
423,423,1.0,2.0,True,False,False,False
424,424,0.0,1.0,False,False,False,True
425,425,1.0,1.0,True,True,False,False
426,426,1.0,1.0,True,True,False,False
427,427,1.0,1.0,True,True,False,False
428,428,1.0,1.0,True,True,False,False
429,429,1.0,1.0,True,True,False,False
430,430,1.0,1.0,True,True,False,False
431,431,1.0,1.0,True,True,False,False
432,432,1.0,1.0,True,True,False,False
433,433,1.0,1.0,True,True,False,False
434,434,1.0,0.0,False,False,True,False
435,435,1.0,1.0,True,True,False,False
436,436,1.0,1.0,True,True,False,False
437,437,1.0,1.0,True,True,False,False
438,438,1.0,1.0,True,True,False,False
439,439,1.0,1.0,True,True,False,False
440,440,1.0,1.0,True,True,False,False
441,441,1.0,1.0,True,True,False,False
442,442,1.0,1.0,True,True,False,False
443,443,1.0,1.0,True,True,False,False
444,444,1.0,1.0,True,True,False,False
445,445,1.0,1.0,True,True,False,False
446,446,1.0,1.0,True,True,False,False
448,448,1.0,0.0,False,False,True,False
449,449,1.0,0.0,False,False,True,False
450,450,1.0,1.0,True,True,False,False
451,451,1.0,1.0,True,True,False,False
452,452,1.0,1.0,True,True,False,False
453,453,1.0,1.0,True,True,False,False
454,454,1.0,0.0,False,False,True,False
455,455,1.0,1.0,True,True,False,False
456,456,1.0,1.0,True,True,False,False
457,457,1.0,1.0,True,True,False,False
458,458,1.0,1.0,True,True,False,False
459,459,1.0,1.0,True,True,False,False
460,460,1.0,1.0,True,True,False,False
461,461,1.0,1.0,True,True,False,False
462,462,1.0,1.0,True,True,False,False
463,463,1.0,1.0,True,True,False,False
464,464,1.0,1.0,True,True,False,False
465,465,1.0,1.0,True,True,False,False
466,466,1.0,1.0,True,True,False,False
467,467,0.0,1.0,False,False,False,True
468,468,1.0,1.0,True,True,False,False
469,469,1.0,0.0,False,False,True,False
470,470,1.0,1.0,True,True,False,False
471,471,1.0,1.0,True,True,False,False
472,472,1.0,1.0,True,True,False,False
473,473,1.0,1.0,True,True,False,False
474,474,1.0,1.0,True,True,False,False
475,475,1.0,1.0,True,True,False,False
476,476,1.0,0.0,False,False,True,False
477,477,1.0,1.0,True,True,False,False
478,478,1.0,1.0,True,True,False,False
479,479,1.0,1.0,True,True,False,False
480,480,1.0,1.0,True,True,False,False
481,481,1.0,0.0,False,False,True,False
482,482,1.0,1.0,True,True,False,False
483,483,1.0,1.0,True,True,False,False
484,484,1.0,0.0,False,False,True,False
485,485,1.0,1.0,True,True,False,False
486,486,1.0,0.0,False,False,True,False
487,487,1.0,1.0,True,True,False,False
488,488,1.0,0.0,False,False,True,False
489,489,1.0,1.0,True,True,False,False
490,490,1.0,1.0,True,True,False,False
491,491,1.0,1.0,True,True,False,False
492,492,1.0,1.0,True,True,False,False
493,493,1.0,1.0,True,True,False,False
494,494,1.0,1.0,True,True,False,False
495,495,1.0,1.0,True,True,False,False
496,496,1.0,1.0,True,True,False,False
497,497,1.0,1.0,True,True,False,False
498,498,1.0,1.0,True,True,False,False
499,499,1.0,1.0,True,True,False,False
500,500,0.0,1.0,False,False,False,True
501,501,1.0,1.0,True,True,False,False
502,502,1.0,1.0,True,True,False,False
503,503,1.0,1.0,True,True,False,False
504,504,1.0,1.0,True,True,False,False
505,505,1.0,1.0,True,True,False,False
506,506,1.0,1.0,True,True,False,False
507,507,1.0,1.0,True,True,False,False
508,508,1.0,1.0,True,True,False,False
509,509,1.0,0.0,False,False,True,False
510,510,1.0,2.0,True,False,False,False
511,511,1.0,1.0,True,True,False,False
512,512,1.0,0.0,False,False,True,False
513,513,1.0,1.0,True,True,False,False
514,514,1.0,1.0,True,True,False,False
515,515,1.0,1.0,True,True,False,False
516,516,1.0,1.0,True,True,False,False
517,517,1.0,1.0,True,True,False,False
518,518,1.0,1.0,True,True,False,False
519,519,2.0,1.0,True,False,False,False
520,520,1.0,0.0,False,False,True,False
521,521,1.0,1.0,True,True,False,False
522,522,1.0,1.0,True,True,False,False
523,523,0.0,1.0,False,False,False,True
524,524,0.0,1.0,False,False,False,True
525,525,1.0,1.0,True,True,False,False
526,526,0.0,1.0,False,False,False,True
527,527,1.0,0.0,False,False,True,False
529,529,1.0,1.0,True,True,False,False
530,530,1.0,1.0,True,True,False,False
531,531,1.0,1.0,True,True,False,False
532,532,1.0,1.0,True,True,False,False
533,533,1.0,1.0,True,True,False,False
534,534,1.0,1.0,True,True,False,False
535,535,1.0,1.0,True,True,False,False
536,536,1.0,1.0,True,True,False,False
537,537,1.0,1.0,True,True,False,False
538,538,1.0,1.0,True,True,False,False
539,539,1.0,1.0,True,True,False,False
540,540,1.0,1.0,True,True,False,False
541,541,1.0,0.0,False,False,True,False
542,542,0.0,1.0,False,False,False,True
543,543,1.0,1.0,True,True,False,False
544,544,1.0,1.0,True,True,False,False
545,545,1.0,1.0,True,True,False,False
546,546,1.0,1.0,True,True,False,False
547,547,1.0,1.0,True,True,False,False
548,548,1.0,1.0,True,True,False,False
549,549,1.0,1.0,True,True,False,False
550,550,1.0,1.0,True,True,False,False
551,551,1.0,1.0,True,True,False,False
552,552,1.0,1.0,True,True,False,False
553,553,1.0,1.0,True,True,False,False
554,554,1.0,1.0,True,True,False,False
555,555,1.0,0.0,False,False,True,False
556,556,1.0,1.0,True,True,False,False
557,557,1.0,1.0,True,True,False,False
558,558,1.0,1.0,True,True,False,False
559,559,1.0,1.0,True,True,False,False
560,560,1.0,0.0,False,False,True,False
561,561,0.0,1.0,False,False,False,True
562,562,1.0,1.0,True,True,False,False
563,563,1.0,1.0,True,True,False,False
564,564,1.0,1.0,True,True,False,False
565,565,1.0,1.0,True,True,False,False
567,567,1.0,1.0,True,True,False,False
568,568,1.0,1.0,True,True,False,False
569,569,1.0,1.0,True,True,False,False
570,570,1.0,1.0,True,True,False,False
571,571,1.0,1.0,True,True,False,False
572,572,1.0,1.0,True,True,False,False
573,573,2.0,1.0,True,False,False,False
575,575,1.0,1.0,True,True,False,False
576,576,1.0,1.0,True,True,False,False
577,577,1.0,1.0,True,True,False,False
578,578,1.0,1.0,True,True,False,False
579,579,1.0,1.0,True,True,False,False
580,580,1.0,1.0,True,True,False,False
581,581,1.0,1.0,True,True,False,False
582,582,1.0,1.0,True,True,False,False
583,583,1.0,1.0,True,True,False,False
584,584,1.0,1.0,True,True,False,False
585,585,1.0,1.0,True,True,False,False
586,586,1.0,0.0,False,False,True,False
587,587,1.0,2.0,True,False,False,False
588,588,1.0,1.0,True,True,False,False
589,589,1.0,0.0,False,False,True,False
590,590,1.0,1.0,True,True,False,False
591,591,1.0,1.0,True,True,False,False
592,592,1.0,1.0,True,True,False,False
593,593,1.0,1.0,True,True,False,False
594,594,1.0,1.0,True,True,False,False
595,595,1.0,1.0,True,True,False,False
596,596,1.0,1.0,True,True,False,False
597,597,0.0,1.0,False,False,False,True
598,598,1.0,1.0,True,True,False,False
599,599,1.0,1.0,True,True,False,False
600,600,1.0,1.0,True,True,False,False
601,601,1.0,1.0,True,True,False,False
602,602,1.0,1.0,True,True,False,False
603,603,1.0,1.0,True,True,False,False
604,604,1.0,1.0,True,True,False,False
605,605,1.0,1.0,True,True,False,False
606,606,1.0,1.0,True,True,False,False
607,607,1.0,1.0,True,True,False,False
608,608,1.0,1.0,True,True,False,False
609,609,1.0,1.0,True,True,False,False
610,610,1.0,0.0,False,False,True,False
611,611,1.0,1.0,True,True,False,False
612,612,1.0,1.0,True,True,False,False
613,613,1.0,1.0,True,True,False,False
614,614,1.0,1.0,True,True,False,False
615,615,1.0,1.0,True,True,False,False
616,616,1.0,1.0,True,True,False,False
617,617,1.0,1.0,True,True,False,False
618,618,1.0,1.0,True,True,False,False
619,619,1.0,1.0,True,True,False,False
620,620,1.0,1.0,True,True,False,False
621,621,1.0,1.0,True,True,False,False
622,622,1.0,1.0,True,True,False,False
623,623,1.0,1.0,True,True,False,False
624,624,1.0,1.0,True,True,False,False
626,626,2.0,1.0,True,False,False,False
627,627,1.0,1.0,True,True,False,False
628,628,1.0,1.0,True,True,False,False
629,629,1.0,1.0,True,True,False,False
630,630,1.0,1.0,True,True,False,False
631,631,1.0,1.0,True,True,False,False
632,632,1.0,1.0,True,True,False,False
633,633,1.0,1.0,True,True,False,False
634,634,1.0,1.0,True,True,False,False
635,635,1.0,1.0,True,True,False,False
636,636,1.0,1.0,True,True,False,False
637,637,1.0,1.0,True,True,False,False
638,638,2.0,1.0,True,False,False,False
639,639,1.0,1.0,True,True,False,False
640,640,1.0,0.0,False,False,True,False
641,641,1.0,1.0,True,True,False,False
642,642,1.0,1.0,True,True,False,False
643,643,2.0,1.0,True,False,False,False
644,644,1.0,1.0,True,True,False,False
645,645,1.0,1.0,True,True,False,False
646,646,1.0,0.0,False,False,True,False
647,647,0.0,1.0,False,False,False,True
648,648,1.0,1.0,True,True,False,False
649,649,1.0,1.0,True,True,False,False
650,650,1.0,1.0,True,True,False,False
651,651,1.0,1.0,True,True,False,False
652,652,1.0,1.0,True,True,False,False
653,653,1.0,1.0,True,True,False,False
654,654,1.0,1.0,True,True,False,False
655,655,1.0,1.0,True,True,False,False
656,656,1.0,1.0,True,True,False,False
657,657,1.0,1.0,True,True,False,False
658,658,1.0,1.0,True,True,False,False
659,659,1.0,1.0,True,True,False,False
660,660,1.0,1.0,True,True,False,False
661,661,1.0,1.0,True,True,False,False
662,662,1.0,1.0,True,True,False,False
663,663,1.0,2.0,True,False,False,False
664,664,1.0,1.0,True,True,False,False
665,665,1.0,1.0,True,True,False,False
666,666,1.0,1.0,True,True,False,False
667,667,1.0,1.0,True,True,False,False
668,668,1.0,1.0,True,True,False,False
669,669,1.0,1.0,True,True,False,False
670,670,1.0,1.0,True,True,False,False
671,671,1.0,0.0,False,False,True,False
672,672,1.0,1.0,True,True,False,False
673,673,0.0,1.0,False,False,False,True
674,674,1.0,1.0,True,True,False,False
675,675,1.0,1.0,True,True,False,False
676,676,1.0,1.0,True,True,False,False
677,677,1.0,1.0,True,True,False,False
679,679,1.0,1.0,True,True,False,False
680,680,1.0,1.0,True,True,False,False
681,681,1.0,1.0,True,True,False,False
682,682,1.0,1.0,True,True,False,False
683,683,1.0,0.0,False,False,True,False
684,684,1.0,0.0,False,False,True,False
685,685,1.0,1.0,True,True,False,False
686,686,1.0,1.0,True,True,False,False
687,687,1.0,1.0,True,True,False,False
688,688,1.0,1.0,True,True,False,False
689,689,1.0,1.0,True,True,False,False
690,690,1.0,0.0,False,False,True,False
691,691,1.0,0.0,False,False,True,False
692,692,1.0,1.0,True,True,False,False
693,693,1.0,1.0,True,True,False,False
694,694,1.0,1.0,True,True,False,False
695,695,1.0,1.0,True,True,False,False
696,696,1.0,1.0,True,True,False,False
697,697,1.0,1.0,True,True,False,False
698,698,1.0,1.0,True,True,False,False
699,699,1.0,1.0,True,True,False,False
700,700,1.0,1.0,True,True,False,False
701,701,1.0,1.0,True,True,False,False
702,702,1.0,0.0,False,False,True,False
703,703,1.0,1.0,True,True,False,False
704,704,1.0,1.0,True,True,False,False
705,705,1.0,1.0,True,True,False,False
706,706,1.0,1.0,True,True,False,False
707,707,1.0,1.0,True,True,False,False
708,708,1.0,1.0,True,True,False,False
709,709,1.0,0.0,False,False,True,False
710,710,1.0,1.0,True,True,False,False
711,711,1.0,0.0,False,False,True,False
712,712,2.0,1.0,True,False,False,False
713,713,1.0,1.0,True,True,False,False
714,714,2.0,1.0,True,False,False,False
715,715,1.0,1.0,True,True,False,False
